33.86928953,-118.0818205
33.86974946,-118.0813676
33.86992253,-118.0824349
33.87007135,-118.0819642
33.86993716,-118.0821609
33.87012986,-118.0822267
33.87041543,-118.0822126
33.87072149,-118.0822265
33.87101176,-118.0822421
33.87133718,-118.0822647
33.87166504,-118.0822765
33.87198661,-118.0822684
33.87222952,-118.0822627
33.87248131,-118.0822647
33.87275037,-118.0822727
33.87306993,-118.0822753
33.87337872,-118.0822765
33.87337872,-118.0822765
33.87337872,-118.0822765
33.87337872,-118.0822765
33.87337872,-118.0822765
33.87446813,-118.0822399
33.874577,-118.0823241
33.87468735,-118.0823182
33.87478051,-118.0822914
33.87482569,-118.0822827
33.87482569,-118.0822827
33.87482569,-118.0822827
33.87487288,-118.0822697
33.87487288,-118.0822697
33.87493181,-118.0822814
33.875073,-118.0822696
33.87525262,-118.0822818
33.87546012,-118.0822811
33.87569573,-118.0822838
33.87596923,-118.0822855
33.87596923,-118.0822855
33.87596923,-118.0822855
33.87596923,-118.0822855
33.87596923,-118.0822855
33.87724119,-118.0822888
33.87750078,-118.0822048
33.8778635,-118.0822886
33.87815553,-118.0823162
33.87841231,-118.0823105
33.87860815,-118.0823302
33.87875165,-118.0823456
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876255,-118.082353
33.87876133,-118.0823572
33.87876133,-118.0823572
33.87876133,-118.0823572
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87875391,-118.0823615
33.87877428,-118.0823771
33.87873648,-118.0824344
33.87867055,-118.0824365
33.87858472,-118.082429
33.87841868,-118.0824178
33.87841868,-118.0824178
33.87841868,-118.0824178
33.87841868,-118.0824178
33.87841868,-118.0824178
33.87720068,-118.0826322
33.87710536,-118.0826544
33.87699275,-118.0828682
33.87696316,-118.0831689
33.87691555,-118.0835467
33.87687368,-118.0839244
33.87683362,-118.0843001
33.87678773,-118.0846878
33.87675919,-118.0851225
33.87672696,-118.085549
33.87669146,-118.0859808
33.87665961,-118.0864484
33.87664716,-118.0869247
33.87663501,-118.0873969
33.87662826,-118.0878705
33.87662826,-118.0878705
33.87662826,-118.0878705
33.87662826,-118.0878705
33.87662826,-118.0878705
33.87661653,-118.0901036
33.87659955,-118.0907111
33.8765905,-118.0911763
